name1,name2,name3,name4,name5,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,Disease Progression (patf),3.99e-24,248.67,14,15,0,27.07,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Survivors (podg),1.9e-26,217.87,14,430,0,14.46,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Long-Term Survivors (podg),1.91e-26,213.5,14,20,0,23.8,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,"Mice, Inbred C57BL (mamm)",2.68e-09,241.27,14,6,0,8.57,1.0
Adipocytes (cell),LOCATION_OF,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.77e-09,241.71,5,35,0,5.71,2.0
Adipocytes (cell),LOCATION_OF,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),2.77e-09,232.73,5,28,0,5.89,2.0
differentiation therapy (topp),TREATS,leukemia (neop),PART_OF,Prostate (bpoc),1.38e-06,96.69,5,15,0,6.67,3.0
differentiation therapy (topp),TREATS,leukemia (neop),PART_OF,Pancreas (bpoc),1.46e-06,67.75,5,6,0,9.17,3.0
differentiation therapy (topp),TREATS,leukemia (neop),PART_OF,Colon (bpoc),1.38e-06,84.23,5,11,0,7.27,3.0
differentiation therapy (topp),TREATS,leukemia (neop),PART_OF,Ovary (bpoc),1.38e-06,66.0,5,8,0,8.12,3.0
differentiation therapy (topp),TREATS,leukemia (neop),PART_OF,Breast (bpoc),1.38e-06,52.17,5,9,0,7.78,3.0
keratinocyte (cell),LOCATION_OF,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.39e-06,94.13,6,15,0,8.4,2.0
keratinocyte (cell),LOCATION_OF,Calcium (bacs),PART_OF,Protoplasm (celc),3.83e-06,17.63,6,41,0,6.88,2.0
keratinocyte (cell),LOCATION_OF,Calcium (bacs),PART_OF,Coronary artery (bpoc),1.98e-06,17.41,6,1,0,1.17,2.0
keratinocyte (cell),LOCATION_OF,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),1.39e-06,105.64,6,23,0,7.57,2.0
"PTH protein, human|PTH (aapp)",STIMULATES,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.33e-23,122.67,25,15,0,24.0,8.0
"PTH protein, human|PTH (aapp)",STIMULATES,Calcium (bacs),PART_OF,Protoplasm (celc),2.44e-06,46.17,25,41,0,40.24,3.0
"PTH protein, human|PTH (aapp)",STIMULATES,Calcium (bacs),PART_OF,Coronary artery (bpoc),5.91e-07,45.95,25,1,0,1.04,3.0
"PTH protein, human|PTH (aapp)",STIMULATES,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),1.54e-36,134.18,25,23,0,44.16,12.0
Neck (blor),LOCATION_OF,Entire lumbar spine (blor),LOCATION_OF,Neoplasm Metastasis (neop),4.4e-06,48.01,29,6,0,7.24,2.0
Vitamin D (phsu),INTERACTS_WITH,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.33e-23,257.47,206,15,0,16.09,8.0
Vitamin D (phsu),INTERACTS_WITH,Calcium (bacs),PART_OF,Protoplasm (celc),2.44e-06,180.97,206,41,0,49.16,3.0
Vitamin D (phsu),INTERACTS_WITH,Calcium (bacs),PART_OF,Coronary artery (bpoc),5.91e-07,180.76,206,1,0,1.0,3.0
Vitamin D (phsu),INTERACTS_WITH,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),2.19e-37,268.99,206,23,0,25.57,10.0
Periodontitis (dsyn),ASSOCIATED_WITH,gene polymorphism (genf),AFFECTS,Malignant neoplasm of prostate (neop),1.18e-09,129.19,7,15,0,10.27,7.0
"Hyperparathyroidism, Secondary (dsyn)",CAUSES,loss; bone (patf),PROCESS_OF,Cancer Patient (humn),6.96e-07,138.8,5,5,0,10.0,1.0
Vitamin D3 Receptor (gngm),STIMULATES,NF-kappa B (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.59e-09,268.4,5,27,0,5.93,8.0
Vitamin D3 Receptor (gngm),STIMULATES,NF-kappa B (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.59e-09,277.59,5,9,0,7.78,8.0
Vitamin D3 Receptor (gngm),STIMULATES,NF-kappa B (gngm),ASSOCIATED_WITH,Neoplasm progression (neop),8.38e-09,205.98,5,8,0,8.12,8.0
25-hydroxyvitamin D (strd),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),1.59e-09,259.18,5,16,0,6.56,8.0
25-hydroxyvitamin D (strd),ASSOCIATED_WITH,Metabolic syndrome (dsyn),COEXISTS_WITH,Malignant neoplasm of prostate (neop),1.65e-09,266.08,5,7,0,8.57,8.0
BONE MASS (dsyn),PROCESS_OF,cohort (popg),LOCATION_OF,Single Nucleotide Polymorphism (nusq),2.49e-11,44.35,8,30,0,10.13,1.0
BONE MASS (dsyn),PROCESS_OF,cohort (popg),LOCATION_OF,Prostate-Specific Antigen (aapp),2.37e-11,124.12,8,45,0,9.42,1.0
BONE MASS (dsyn),PROCESS_OF,cohort (popg),LOCATION_OF,FLVCR1 (gngm),2.37e-11,121.8,8,14,0,12.57,1.0
BONE MASS (dsyn),PROCESS_OF,cohort (popg),LOCATION_OF,ERG gene|ERG (aapp),2.45e-11,133.31,8,8,0,16.0,1.0
BONE MASS (dsyn),PROCESS_OF,cohort (popg),USES,Tissue Microarray (resd),1.59e-06,53.87,8,7,0,13.12,1.0
BONE MASS (dsyn),PROCESS_OF,cohort (popg),LOCATION_OF,Insulin-Like Growth Factor I (aapp),7.16e-08,55.67,8,8,0,16.0,1.0
BONE MASS (dsyn),PROCESS_OF,cohort (popg),LOCATION_OF,KLK3 gene|KLK3 (aapp),2.37e-11,96.48,8,12,0,13.33,1.0
BONE MASS (dsyn),PROCESS_OF,cohort (popg),USES,Gleason grading system for prostatic cancer (clas),2.37e-11,127.17,8,14,0,12.57,1.0
DIO3 (gngm),INTERACTS_WITH,Cholecalciferol (phsu),TREATS,Malignant neoplasm of prostate (neop),4.71e-06,237.81,23,4,0,4.7,4.0
Fracture (inpo),ISA,Bone Diseases (dsyn),COEXISTS_WITH,Malignant neoplasm of prostate (neop),1.78e-08,111.87,6,6,0,12.0,5.0
Osteoporosis (dsyn),PROCESS_OF,Research Personnel (prog),DIAGNOSES,Malignant neoplasm of prostate (neop),2.24e-10,193.28,6,21,0,7.71,1.0
General Population (popg),LOCATION_OF,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.32e-07,272.63,4,35,0,4.46,2.0
General Population (popg),LOCATION_OF,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.32e-07,263.65,4,28,0,4.57,2.0
Stromal Cells (cell),PART_OF,Bone Marrow (bpoc),LOCATION_OF,Micrometastasis (fndg),8.45e-06,4.28,32,16,0,24.0,2.0
"PTH protein, human|PTH (aapp)",INTERACTS_WITH,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.33e-23,142.87,57,15,0,18.95,8.0
"PTH protein, human|PTH (aapp)",INTERACTS_WITH,Calcium (bacs),PART_OF,Protoplasm (celc),2.44e-06,66.37,57,41,0,70.49,3.0
"PTH protein, human|PTH (aapp)",INTERACTS_WITH,Calcium (bacs),PART_OF,Coronary artery (bpoc),5.91e-07,66.16,57,1,0,1.02,3.0
"PTH protein, human|PTH (aapp)",INTERACTS_WITH,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),2.19e-37,154.39,57,23,0,32.28,10.0
Calcifediol (phsu),COEXISTS_WITH,Cholecalciferol (phsu),TREATS,Malignant neoplasm of prostate (neop),4.94e-06,222.07,4,4,0,8.0,4.0
7-dehydrocholesterol (strd),ISA,Cholesterol (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.08e-07,104.37,6,14,0,8.57,5.0
Osteoporosis (dsyn),ISA,Bone Diseases (dsyn),COEXISTS_WITH,Malignant neoplasm of prostate (neop),4.56e-09,83.83,41,6,0,6.88,5.0
Vitamin D (phsu),NEG_COEXISTS_WITH,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.25e-07,225.15,4,15,0,5.07,8.0
Vitamin D (phsu),NEG_COEXISTS_WITH,Calcium (bacs),PART_OF,Protoplasm (celc),2.67e-06,148.64,4,41,0,4.39,3.0
Vitamin D (phsu),NEG_COEXISTS_WITH,Calcium (bacs),PART_OF,Coronary artery (bpoc),8.17e-07,148.43,4,1,0,1.25,3.0
Vitamin D (phsu),NEG_COEXISTS_WITH,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),2.25e-07,236.66,4,23,0,4.7,21.0
agonists (phsu),TREATS,Benign prostatic hypertrophy (neop),ISA,Prostatic Diseases (dsyn),2.91e-06,127.62,4,35,0,4.46,4.0
agonists (phsu),TREATS,Benign prostatic hypertrophy (neop),COEXISTS_WITH,Malignant neoplasm of prostate (neop),2.91e-06,144.4,4,26,0,4.62,4.0
agonists (phsu),TREATS,Benign prostatic hypertrophy (neop),PROCESS_OF,Participant (humn),2.91e-06,95.76,4,7,0,6.29,1.0
agonists (phsu),TREATS,Benign prostatic hypertrophy (neop),CAUSES,Bladder outlet obstruction (dsyn),2.91e-06,69.73,4,15,0,5.07,4.0
agonists (phsu),TREATS,Benign prostatic hypertrophy (neop),ISA,Urologic Diseases (dsyn),2.91e-06,87.24,4,8,0,6.0,4.0
agonists (phsu),TREATS,Benign prostatic hypertrophy (neop),COEXISTS_WITH,Chronic inflammation (patf),3.37e-06,112.99,4,5,0,7.2,4.0
agonists (phsu),TREATS,Benign prostatic hypertrophy (neop),PROCESS_OF,Control Groups (humn),2.91e-06,118.11,4,11,0,5.45,1.0
agonists (phsu),TREATS,Benign prostatic hypertrophy (neop),PROCESS_OF,cohort (popg),2.91e-06,101.3,4,12,0,5.33,1.0
Intervention regimes (hlca),USES,Cholecalciferol (phsu),TREATS,Malignant neoplasm of prostate (neop),4.71e-06,228.27,10,4,0,5.6,4.0
Vitamin D3 Receptor (gngm),INTERACTS_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),4.91e-57,264.02,100,35,0,47.25,8.0
Vitamin D3 Receptor (gngm),INTERACTS_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.36e-44,255.04,100,28,0,35.84,4.0
Vitamin D (phsu),ASSOCIATED_WITH,Oxidative Stress (comd),COEXISTS_WITH,Benign prostatic hypertrophy (neop),2.62e-08,231.56,7,6,0,11.14,8.0
Vitamin D (phsu),ASSOCIATED_WITH,Oxidative Stress (comd),COEXISTS_WITH,Malignant neoplasm of prostate (neop),2.15e-13,270.79,7,25,0,8.96,8.0
Vitamin D (phsu),ASSOCIATED_WITH,Oxidative Stress (comd),AFFECTS,Malignant neoplasm of prostate (neop),2.15e-13,277.6,7,11,0,11.45,7.0
"Receptors, Calcium-Sensing (aapp)",INTERACTS_WITH,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.39e-08,98.03,7,15,0,10.27,8.0
"Receptors, Calcium-Sensing (aapp)",INTERACTS_WITH,Calcium (bacs),PART_OF,Protoplasm (celc),2.48e-06,21.52,7,41,0,8.2,3.0
"Receptors, Calcium-Sensing (aapp)",INTERACTS_WITH,Calcium (bacs),PART_OF,Coronary artery (bpoc),6.25e-07,21.31,7,1,0,1.14,3.0
"Receptors, Calcium-Sensing (aapp)",INTERACTS_WITH,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),3.39e-08,109.54,7,23,0,9.13,10.0
Screening procedure (hlca),USES,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),4.91e-57,230.13,47,35,0,61.06,6.0
Screening procedure (hlca),USES,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.36e-44,221.15,47,28,0,44.68,4.0
Muscle - Striated (Skeletal) (MMHCC) (tisu),LOCATION_OF,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.34e-19,272.64,10,35,0,12.86,2.0
Muscle - Striated (Skeletal) (MMHCC) (tisu),LOCATION_OF,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),3.34e-19,263.66,10,28,0,13.57,2.0
Vitamin D (phsu),TREATS,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),3.77e-16,263.66,73,10,0,11.37,4.0
Vitamin D (phsu),TREATS,Metabolic syndrome (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),5.24e-25,215.03,16,16,0,32.0,4.0
Vitamin D (phsu),TREATS,Metabolic syndrome (dsyn),COEXISTS_WITH,Malignant neoplasm of prostate (neop),6.2e-11,221.93,16,7,0,10.06,4.0
T-Lymphocyte (cell),LOCATION_OF,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),6.79e-31,272.66,16,35,0,23.31,2.0
T-Lymphocyte (cell),LOCATION_OF,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),6.79e-31,263.68,16,28,0,25.14,2.0
Vitamin D (phsu),TREATS,African American (popg),ISA,Ethnic group (popg),6.81e-09,162.79,25,23,0,44.16,4.0
Vitamin D (phsu),TREATS,African American (popg),ISA,Racial group (popg),2.94e-40,164.02,25,78,0,33.01,4.0
Dihydroxycholecalciferols (phsu),INTERACTS_WITH,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.27e-22,239.61,18,14,0,24.89,8.0
Dihydroxycholecalciferols (phsu),INTERACTS_WITH,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),1.47e-20,238.84,18,13,0,22.39,10.0
Dihydroxycholecalciferols (phsu),INTERACTS_WITH,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.5e-09,251.12,18,6,0,8.0,8.0
Vitamin D (phsu),compared_with,Supplementation (topp),USES,alpha Tocopherol (phsu),2.99e-06,154.45,9,17,0,13.76,6.0
Vitamin D (phsu),compared_with,Supplementation (topp),AFFECTS,Malignant neoplasm of prostate (neop),1.14e-07,228.52,9,5,0,7.78,7.0
Vitamin D (phsu),compared_with,Supplementation (topp),USES,Soy Proteins (phsu),5.55e-08,160.56,9,10,0,17.1,6.0
Vitamin D (phsu),compared_with,Supplementation (topp),METHOD_OF,cancer prevention (topp),4.6e-07,202.95,9,5,0,7.78,16.0
Vitamin D (phsu),compared_with,Supplementation (topp),USES,lycopene (phsu),9.42e-17,161.87,9,22,0,12.68,6.0
Vitamin D (phsu),compared_with,Supplementation (topp),USES,Androgens (horm),9.34e-17,167.81,9,28,0,11.89,6.0
Vitamin D (phsu),compared_with,Supplementation (topp),USES,Testosterone (strd),9.34e-17,157.57,9,46,0,10.76,6.0
Vitamin D (phsu),compared_with,Supplementation (topp),PREVENTS,Malignant neoplasm of prostate (neop),5.58e-14,227.13,9,9,0,18.0,17.0
Vitamin D (phsu),compared_with,Supplementation (topp),TREATS,Malignant neoplasm of prostate (neop),9.34e-17,225.46,9,20,0,13.05,4.0
Vitamin D (phsu),compared_with,Supplementation (topp),USES,Iron (phsu),3.17e-07,151.85,9,3,0,4.0,6.0
Autoimmune Diseases (dsyn),COEXISTS_WITH,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),3.77e-16,240.51,12,10,0,18.33,9.0
Vitamin D Deficiency (dsyn),PROCESS_OF,Ethnic group (popg),LOCATION_OF,Prostate-Specific Antigen (aapp),6.49e-08,240.49,8,5,0,8.12,1.0
Vitamin D Analog (vita),INTERACTS_WITH,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),4.06e-22,251.83,12,14,0,22.29,8.0
Vitamin D Analog (vita),INTERACTS_WITH,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),1.48e-20,251.06,12,13,0,23.08,10.0
Vitamin D Analog (vita),INTERACTS_WITH,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.5e-09,263.34,12,6,0,9.0,8.0
Hormones (horm),INTERACTS_WITH,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.33e-23,163.83,23,15,0,24.78,8.0
Hormones (horm),INTERACTS_WITH,Calcium (bacs),PART_OF,Protoplasm (celc),2.44e-06,87.33,23,41,0,35.9,3.0
Hormones (horm),INTERACTS_WITH,Calcium (bacs),PART_OF,Coronary artery (bpoc),5.91e-07,87.12,23,1,0,1.04,3.0
Hormones (horm),INTERACTS_WITH,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),2.24e-37,175.35,23,23,0,46.0,10.0
Vitamin D (phsu),PREVENTS,loss; bone (patf),PROCESS_OF,Cancer Patient (humn),6.79e-07,218.99,41,5,0,5.61,1.0
Fracture (inpo),PROCESS_OF,cohort (popg),LOCATION_OF,Single Nucleotide Polymorphism (nusq),1.38e-12,14.0,15,30,0,22.5,1.0
Fracture (inpo),PROCESS_OF,cohort (popg),LOCATION_OF,Prostate-Specific Antigen (aapp),1.51e-13,93.76,15,45,0,20.0,1.0
Fracture (inpo),PROCESS_OF,cohort (popg),LOCATION_OF,FLVCR1 (gngm),1.51e-13,91.44,15,14,0,27.07,1.0
Fracture (inpo),PROCESS_OF,cohort (popg),LOCATION_OF,ERG gene|ERG (aapp),9.13e-13,102.95,15,8,0,12.27,1.0
Fracture (inpo),PROCESS_OF,cohort (popg),USES,Tissue Microarray (resd),1.59e-06,23.51,15,7,0,10.27,1.0
Fracture (inpo),PROCESS_OF,cohort (popg),LOCATION_OF,Insulin-Like Growth Factor I (aapp),7.16e-08,25.32,15,8,0,12.27,1.0
Fracture (inpo),PROCESS_OF,cohort (popg),LOCATION_OF,KLK3 gene|KLK3 (aapp),1.51e-13,66.12,15,12,0,21.6,1.0
Fracture (inpo),PROCESS_OF,cohort (popg),USES,Gleason grading system for prostatic cancer (clas),1.51e-13,96.82,15,14,0,27.07,1.0
Vertebral column (bpoc),LOCATION_OF,loss; bone (patf),PROCESS_OF,Cancer Patient (humn),6.79e-07,68.49,19,5,0,6.32,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,high-risk group (popg),3.34e-19,261.6,10,19,0,15.26,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),OCCURS_IN,Participant (humn),4.71e-06,259.19,10,4,0,5.6,21.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,"Rats, Sprague-Dawley (mamm)",2.76e-06,277.6,10,4,0,5.6,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Aggressive behavior (mobd),1.4e-12,267.37,10,8,0,14.4,9.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Aggressive behavior (mobd),2.68e-09,264.45,10,6,0,9.6,7.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Adenocarcinoma (neop),1.27e-15,262.26,10,10,0,20.0,9.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Chronic inflammation (patf),3.14e-14,268.4,10,9,0,17.1,9.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Elderly man (aggp),1.5e-09,277.6,10,6,0,9.6,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PART_OF,Uterus (bpoc),2.68e-09,264.45,10,6,0,9.6,3.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Diabetes Mellitus (dsyn),3.42e-19,271.03,10,13,0,17.69,9.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Disease Progression (patf),3.42e-19,271.03,10,13,0,17.69,9.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Population Group (popg),3.34e-19,312.16,10,33,0,13.03,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PART_OF,Prostate (bpoc),3.34e-19,267.76,10,50,0,12.0,3.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Benign prostatic hypertrophy (neop),3.34e-19,266.66,10,37,0,12.7,9.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Surgical Patients (podg),2.68e-09,264.45,10,6,0,9.6,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),ISA,Prostatic Diseases (dsyn),3.34e-19,270.35,10,35,0,12.86,5.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Veterans (popg),3.34e-19,259.2,10,32,0,13.12,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,organ donor (popg),4.71e-06,259.19,10,4,0,5.6,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Secondary malignant neoplasm of bone (neop),3.77e-16,277.61,10,10,0,20.0,9.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Cell Cycle (celf),6.2e-11,266.09,10,7,0,11.9,7.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PRODUCES,parathyroid hormone-related protein (aapp),3.45e-11,277.6,10,7,0,11.9,20.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Couples (humn),2.68e-09,264.45,10,6,0,9.6,7.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PRODUCES,Androgens (horm),2.92e-17,263.44,10,11,0,19.09,20.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Cell Death (celf),2.76e-06,277.6,10,4,0,5.6,7.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,father (humn),3.34e-19,255.03,10,40,0,12.5,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,"Mice, Transgenic (mamm)",3.34e-19,260.56,10,22,0,14.55,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Tumorigenesis (neop),3.48e-19,265.33,10,13,0,17.69,7.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Population at Risk (popg),1.63e-17,269.93,10,11,0,19.09,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Clinicians (humn),4.71e-06,259.19,10,4,0,5.6,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Pathogenesis (patf),3.34e-19,271.2,10,40,0,12.5,7.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,member (popg),3.34e-19,277.61,10,14,0,17.14,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Prostate cancer metastatic (neop),2.76e-06,277.6,10,4,0,5.6,7.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,cohort (popg),2.68e-09,264.45,10,6,0,9.6,7.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Electromagnetic Energy (npop),1.14e-07,262.26,10,5,0,7.5,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PRODUCES,Androgen Receptor|AR (aapp),2.68e-09,264.45,10,6,0,9.6,20.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Ethnic group (popg),3.34e-19,270.35,10,35,0,12.86,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,"Transcription, Genetic (genf)",1.5e-09,277.6,10,6,0,9.6,7.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Neoplasm progression (neop),3.34e-19,262.88,10,21,0,14.76,9.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,African race (popg),3.34e-19,259.9,10,21,0,14.76,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Homosexuals (popg),7.43e-09,246.91,10,6,0,9.6,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PART_OF,Breast (bpoc),1.63e-17,269.93,10,11,0,19.09,3.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Xenograft Model (emod),3.34e-19,264.03,10,138,0,10.72,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),ISA,Solid tumor (neop),3.34e-19,272.03,10,77,0,11.3,5.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Carcinogenesis (neop),3.34e-19,273.61,10,22,0,14.55,7.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Germ-Line Mutation (genf),7.62e-13,277.61,10,8,0,14.4,7.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Asians (popg),3.34e-19,260.77,10,58,0,11.72,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,"Recipient, Transplant (podg)",3.34e-19,261.37,10,28,0,13.57,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Prostatic Neoplasms (neop),3.77e-16,277.61,10,10,0,20.0,9.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Males (popg),3.34e-19,298.55,10,27,0,13.7,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),ISA,Cancer of Urinary Tract (neop),1.4e-12,267.37,10,8,0,14.4,5.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Urologist (humn),3.34e-19,269.24,10,20,0,15.0,1.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),PART_OF,Solid organ (bpoc),1.14e-07,262.26,10,5,0,7.5,3.0
